zona,secao,sigla_partido,votos_legenda,votos_nominais
3,733,AVANTE,0,37
1,371,AVANTE,0,4
2,84,AVANTE,0,6
1,375,AVANTE,0,9
8,341,AVANTE,0,3
6,434,AVANTE,0,11
149,386,AVANTE,0,6
7,170,AVANTE,0,6
1,337,AVANTE,0,5
9,484,AVANTE,0,5
8,300,AVANTE,0,3
2,497,AVANTE,0,15
7,373,AVANTE,0,1
9,426,AVANTE,0,7
2,153,AVANTE,0,6
4,269,AVANTE,0,8
7,321,AVANTE,0,2
3,693,AVANTE,0,9
8,178,AVANTE,0,5
7,414,AVANTE,0,6
150,306,AVANTE,0,7
2,542,AVANTE,0,4
6,433,AVANTE,0,12
149,327,AVANTE,0,7
149,339,AVANTE,0,5
149,302,AVANTE,0,12
5,366,AVANTE,2,2
5,477,AVANTE,0,4
2,34,AVANTE,0,4
8,364,AVANTE,0,15
3,287,AVANTE,0,22
150,260,AVANTE,0,7
1,68,AVANTE,0,7
9,525,AVANTE,0,7
4,267,AVANTE,0,8
7,372,AVANTE,0,8
150,251,AVANTE,0,23
4,211,AVANTE,0,11
7,436,AVANTE,0,6
1,429,AVANTE,0,4
1,418,AVANTE,0,2
6,23,AVANTE,0,6
8,13,AVANTE,0,3
7,351,AVANTE,0,12
9,517,AVANTE,0,3
1,288,AVANTE,0,1
7,454,AVANTE,0,2
5,151,AVANTE,0,60
2,344,AVANTE,0,4
150,101,AVANTE,0,4
3,35,AVANTE,0,6
4,261,AVANTE,0,6
9,421,AVANTE,0,5
7,386,AVANTE,0,4
2,485,AVANTE,0,11
8,174,AVANTE,0,20
9,454,AVANTE,0,9
7,5,AVANTE,0,2
150,129,AVANTE,0,5
3,453,AVANTE,0,6
4,314,AVANTE,0,12
5,276,AVANTE,0,3
5,471,AVANTE,0,3
8,124,AVANTE,1,20
9,310,AVANTE,0,10
149,321,AVANTE,0,5
150,254,AVANTE,0,8
1,183,AVANTE,0,12
4,37,AVANTE,0,10
2,543,AVANTE,0,5
1,319,AVANTE,0,5
1,212,AVANTE,1,6
150,152,AVANTE,0,8
149,324,AVANTE,0,10
7,199,AVANTE,0,8
7,135,AVANTE,0,1
5,425,AVANTE,0,4
3,592,AVANTE,0,3
149,411,AVANTE,0,6
2,103,AVANTE,0,4
2,405,AVANTE,0,21
8,3,AVANTE,0,4
149,421,AVANTE,0,7
8,69,AVANTE,0,3
3,758,AVANTE,0,10
8,127,AVANTE,0,20
8,134,AVANTE,0,10
3,654,AVANTE,0,8
6,166,AVANTE,0,12
4,292,AVANTE,0,13
7,113,AVANTE,0,11
7,191,AVANTE,0,16
8,316,AVANTE,0,9
6,209,AVANTE,0,6
7,165,AVANTE,0,5
9,446,AVANTE,0,9
8,265,AVANTE,0,12
4,206,AVANTE,0,6
4,334,AVANTE,0,12
4,341,AVANTE,0,9
5,382,AVANTE,0,2
7,392,AVANTE,0,5
6,377,AVANTE,0,5
5,201,AVANTE,0,3
4,135,AVANTE,0,5
150,35,AVANTE,0,22
149,392,AVANTE,0,8
1,56,AVANTE,0,6
5,501,AVANTE,0,4
3,316,AVANTE,0,12
3,766,AVANTE,0,7
150,335,AVANTE,0,9
1,456,AVANTE,0,2
2,325,AVANTE,0,8
2,85,AVANTE,0,2
149,431,AVANTE,0,6
8,371,AVANTE,2,11
150,220,AVANTE,0,9
9,401,AVANTE,1,5
149,393,AVANTE,1,8
4,344,AVANTE,0,10
1,437,AVANTE,0,4
149,55,AVANTE,0,3
3,762,AVANTE,0,12
4,241,AVANTE,0,8
1,240,AVANTE,1,10
1,290,AVANTE,0,6
5,272,AVANTE,0,1
1,235,AVANTE,0,8
5,401,AVANTE,0,3
8,345,AVANTE,0,25
8,76,AVANTE,0,11
1,162,AVANTE,0,12
1,239,AVANTE,0,4
4,243,AVANTE,0,11
8,259,AVANTE,1,12
6,236,AVANTE,0,4
5,394,AVANTE,0,4
150,353,AVANTE,0,10
4,228,AVANTE,1,2
9,483,AVANTE,0,3
2,480,AVANTE,0,11
149,376,AVANTE,0,5
6,479,AVANTE,0,6
3,683,AVANTE,1,5
5,181,AVANTE,0,56
1,298,AVANTE,0,3
3,650,AVANTE,1,40
150,286,AVANTE,0,7
8,238,AVANTE,0,2
7,375,AVANTE,0,6
9,532,AVANTE,0,6
7,315,AVANTE,0,5
150,90,AVANTE,0,2
5,422,AVANTE,0,6
9,416,AVANTE,0,6
1,385,AVANTE,0,9
2,423,AVANTE,1,11
6,16,AVANTE,0,7
2,105,AVANTE,0,1
4,287,AVANTE,0,8
4,38,AVANTE,0,6
2,499,AVANTE,0,10
4,120,AVANTE,0,8
5,249,AVANTE,0,4
9,330,AVANTE,0,11
1,283,AVANTE,0,3
3,759,AVANTE,0,7
6,406,AVANTE,0,1
5,385,AVANTE,1,5
2,400,AVANTE,0,5
3,636,AVANTE,0,23
6,473,AVANTE,0,2
1,381,AVANTE,0,5
7,176,AVANTE,0,6
1,205,AVANTE,0,14
5,149,AVANTE,0,15
149,47,AVANTE,0,4
150,135,AVANTE,0,2
150,327,AVANTE,0,4
4,170,AVANTE,0,9
149,63,AVANTE,0,1
4,28,AVANTE,0,5
150,190,AVANTE,0,4
5,434,AVANTE,0,5
6,453,AVANTE,0,5
4,62,AVANTE,0,7
7,421,AVANTE,0,19
9,326,AVANTE,0,18
150,228,AVANTE,0,5
8,266,AVANTE,0,12
1,230,AVANTE,0,2
6,351,AVANTE,0,5
149,350,AVANTE,0,5
6,165,AVANTE,0,8
8,370,AVANTE,0,10
149,98,AVANTE,0,1
9,445,AVANTE,0,10
6,408,AVANTE,0,4
5,461,AVANTE,0,8
150,23,AVANTE,0,23
150,283,AVANTE,0,8
5,475,AVANTE,0,2
1,295,AVANTE,0,15
8,375,AVANTE,0,16
149,328,AVANTE,1,3
1,279,AVANTE,1,15
7,464,AVANTE,0,4
6,237,AVANTE,0,4
1,246,AVANTE,0,7
150,258,AVANTE,0,18
4,48,AVANTE,0,4
149,331,AVANTE,0,3
150,237,AVANTE,0,6
9,83,AVANTE,1,13
1,255,AVANTE,0,7
150,180,AVANTE,0,3
8,258,AVANTE,0,7
7,396,AVANTE,0,3
6,70,AVANTE,0,5
5,200,AVANTE,0,2
8,363,AVANTE,0,13
9,531,AVANTE,0,1
9,492,AVANTE,0,13
8,335,AVANTE,0,6
8,6,AVANTE,0,5
1,160,AVANTE,1,13
2,101,AVANTE,0,1
8,65,AVANTE,1,7
1,309,AVANTE,0,3
6,385,AVANTE,0,4
5,515,AVANTE,1,49
150,32,AVANTE,0,17
5,375,AVANTE,0,2
7,25,AVANTE,1,11
2,262,AVANTE,0,6
150,6,AVANTE,0,13
8,395,AVANTE,0,7
8,392,AVANTE,0,10
6,123,AVANTE,0,6
149,317,AVANTE,0,2
6,43,AVANTE,0,11
150,126,AVANTE,0,8
3,193,AVANTE,0,22
5,484,AVANTE,0,3
7,406,AVANTE,0,4
9,420,AVANTE,0,2
6,307,AVANTE,0,14
5,490,AVANTE,0,3
8,145,AVANTE,0,15
150,266,AVANTE,0,9
4,133,AVANTE,0,2
149,404,AVANTE,1,5
4,131,AVANTE,0,3
5,421,AVANTE,0,8
9,512,AVANTE,0,6
6,238,AVANTE,0,3
4,73,AVANTE,3,42
7,368,AVANTE,0,4
7,359,AVANTE,0,4
149,21,AVANTE,0,9
2,75,AVANTE,0,3
3,634,AVANTE,1,22
1,40,AVANTE,0,6
150,255,AVANTE,0,8
8,347,AVANTE,0,12
8,55,AVANTE,0,3
9,384,AVANTE,0,3
1,177,AVANTE,0,15
149,435,AVANTE,0,2
8,286,AVANTE,0,7
3,665,AVANTE,0,15
149,232,AVANTE,0,5
5,193,AVANTE,0,13
150,18,AVANTE,1,13
5,404,AVANTE,0,4
6,171,AVANTE,1,7
3,713,AVANTE,0,9
1,133,AVANTE,0,10
7,272,AVANTE,0,12
7,439,AVANTE,0,4
149,420,AVANTE,0,9
1,165,AVANTE,0,11
149,99,AVANTE,0,2
149,434,AVANTE,0,6
7,279,AVANTE,0,6
149,231,AVANTE,0,4
2,479,AVANTE,1,6
7,426,AVANTE,0,16
6,466,AVANTE,0,4
2,74,AVANTE,0,11
8,308,AVANTE,0,4
1,449,AVANTE,0,1
2,473,AVANTE,0,7
1,157,AVANTE,0,12
6,254,AVANTE,0,6
8,324,AVANTE,0,7
1,312,AVANTE,0,6
7,201,AVANTE,0,11
1,427,AVANTE,0,5
1,372,AVANTE,0,6
149,58,AVANTE,0,7
4,214,AVANTE,2,41
149,308,AVANTE,0,3
1,379,AVANTE,0,5
150,234,AVANTE,0,14
150,233,AVANTE,0,9
5,37,AVANTE,0,6
6,116,AVANTE,0,8
1,407,AVANTE,0,3
7,364,AVANTE,0,9
149,445,AVANTE,0,3
7,264,AVANTE,0,6
5,129,AVANTE,1,22
3,635,AVANTE,0,21
4,311,AVANTE,0,12
7,382,AVANTE,0,1
3,54,AVANTE,0,4
150,288,AVANTE,0,9
6,33,AVANTE,0,4
3,216,AVANTE,0,8
5,13,AVANTE,0,3
4,220,AVANTE,0,9
9,527,AVANTE,1,26
8,384,AVANTE,0,11
2,435,AVANTE,0,7
6,169,AVANTE,0,7
1,247,AVANTE,0,2
5,388,AVANTE,0,5
8,11,AVANTE,0,5
8,198,AVANTE,0,3
4,53,AVANTE,0,6
7,425,AVANTE,0,24
3,710,AVANTE,1,8
150,270,AVANTE,0,15
2,376,AVANTE,0,11
150,33,AVANTE,0,16
6,447,AVANTE,0,4
8,277,AVANTE,0,7
6,12,AVANTE,0,6
5,294,AVANTE,0,53
3,596,AVANTE,0,3
7,458,AVANTE,0,11
2,465,AVANTE,0,21
6,368,AVANTE,0,6
5,47,AVANTE,0,6
7,462,AVANTE,0,9
7,198,AVANTE,1,3
9,398,AVANTE,1,6
5,376,AVANTE,0,5
5,48,AVANTE,0,9
1,276,AVANTE,0,2
2,514,AVANTE,0,10
2,428,AVANTE,0,4
8,398,AVANTE,0,8
5,405,AVANTE,0,7
5,157,AVANTE,0,4
2,478,AVANTE,0,9
4,274,AVANTE,0,3
9,56,AVANTE,0,7
7,51,AVANTE,0,9
6,450,AVANTE,0,3
3,660,AVANTE,1,25
5,491,AVANTE,0,4
5,353,AVANTE,0,4
2,408,AVANTE,1,19
4,275,AVANTE,0,10
4,80,AVANTE,0,50
6,429,AVANTE,0,5
6,19,AVANTE,0,7
5,293,AVANTE,0,1
6,374,AVANTE,0,2
7,299,AVANTE,0,6
3,481,AVANTE,0,11
8,151,AVANTE,0,6
8,136,AVANTE,0,11
6,54,AVANTE,0,1
149,33,AVANTE,0,3
150,17,AVANTE,0,10
150,20,AVANTE,0,12
8,252,AVANTE,0,9
150,334,AVANTE,0,6
5,349,AVANTE,0,5
4,128,AVANTE,0,1
8,217,AVANTE,0,5
5,64,AVANTE,0,3
8,165,AVANTE,0,5
4,371,AVANTE,1,6
150,284,AVANTE,1,12
149,93,AVANTE,0,2
150,333,AVANTE,0,6
5,178,AVANTE,0,6
149,64,AVANTE,0,4
4,347,AVANTE,0,5
8,377,AVANTE,0,11
7,427,AVANTE,0,18
150,325,AVANTE,0,6
7,332,AVANTE,0,7
150,171,AVANTE,0,8
6,436,AVANTE,0,6
1,346,AVANTE,0,6
1,260,AVANTE,0,3
7,204,AVANTE,0,7
7,22,AVANTE,0,14
149,399,AVANTE,0,13
9,381,AVANTE,0,10
149,316,AVANTE,0,2
149,23,AVANTE,0,9
149,42,AVANTE,0,4
1,65,AVANTE,0,4
4,57,AVANTE,0,5
2,363,AVANTE,0,6
149,228,AVANTE,0,4
149,380,AVANTE,0,9
1,41,AVANTE,0,10
149,361,AVANTE,0,9
149,117,AVANTE,0,3
1,396,AVANTE,0,1
9,461,AVANTE,1,12
150,183,AVANTE,0,2
2,506,AVANTE,0,7
4,18,AVANTE,0,9
2,503,AVANTE,0,6
1,378,AVANTE,0,6
8,304,AVANTE,0,1
150,8,AVANTE,1,11
4,126,AVANTE,1,6
150,186,AVANTE,0,3
5,480,AVANTE,0,3
7,265,AVANTE,0,7
149,359,AVANTE,0,9
4,65,AVANTE,0,46
4,54,AVANTE,0,6
9,459,AVANTE,0,7
8,383,AVANTE,0,11
7,459,AVANTE,0,7
7,370,AVANTE,0,7
149,451,AVANTE,0,2
7,431,AVANTE,0,2
3,809,AVANTE,0,19
149,288,AVANTE,0,3
4,366,AVANTE,0,9
1,422,AVANTE,0,4
3,767,AVANTE,0,7
9,490,AVANTE,0,3
9,530,AVANTE,0,13
1,399,AVANTE,0,4
6,13,AVANTE,0,13
7,457,AVANTE,0,3
2,355,AVANTE,0,8
5,499,AVANTE,0,2
4,217,AVANTE,0,6
9,535,AVANTE,0,8
6,154,AVANTE,0,4
5,207,AVANTE,0,49
2,443,AVANTE,0,8
150,292,AVANTE,0,2
5,275,AVANTE,1,39
2,522,AVANTE,1,9
8,74,AVANTE,0,4
6,381,AVANTE,1,10
8,115,AVANTE,0,6
4,340,AVANTE,0,6
5,354,AVANTE,0,2
8,276,AVANTE,0,3
149,357,AVANTE,0,10
1,446,AVANTE,0,6
1,37,AVANTE,0,4
4,52,AVANTE,0,5
6,319,AVANTE,0,6
9,506,AVANTE,0,7
5,451,AVANTE,0,3
9,411,AVANTE,0,8
9,224,AVANTE,1,15
8,207,AVANTE,0,9
8,132,AVANTE,1,3
4,232,AVANTE,0,6
3,187,AVANTE,0,13
8,248,AVANTE,1,9
1,388,AVANTE,0,3
8,325,AVANTE,0,11
3,486,AVANTE,0,5
150,120,AVANTE,0,10
3,46,AVANTE,0,9
6,72,AVANTE,0,3
5,370,AVANTE,0,7
5,449,AVANTE,0,12
8,357,AVANTE,1,6
7,444,AVANTE,0,2
1,124,AVANTE,0,3
7,366,AVANTE,1,2
6,152,AVANTE,0,4
4,262,AVANTE,0,6
3,624,AVANTE,0,7
150,29,AVANTE,0,19
2,230,AVANTE,0,6
9,232,AVANTE,0,25
1,181,AVANTE,1,9
2,534,AVANTE,0,7
149,403,AVANTE,0,3
149,28,AVANTE,0,3
5,420,AVANTE,1,6
2,430,AVANTE,0,10
3,201,AVANTE,0,16
149,104,AVANTE,0,3
1,286,AVANTE,1,15
3,642,AVANTE,0,18
150,216,AVANTE,0,5
6,173,AVANTE,0,4
6,308,AVANTE,0,6
9,55,AVANTE,0,10
2,487,AVANTE,0,12
7,400,AVANTE,0,11
6,55,AVANTE,0,7
150,115,AVANTE,1,9
4,68,AVANTE,0,34
2,498,AVANTE,0,12
6,332,AVANTE,0,4
4,129,AVANTE,0,5
4,40,AVANTE,0,5
8,327,AVANTE,0,12
7,189,AVANTE,0,13
5,440,AVANTE,0,2
6,346,AVANTE,0,12
7,27,AVANTE,0,5
3,195,AVANTE,0,20
5,459,AVANTE,0,1
5,198,AVANTE,0,7
149,340,AVANTE,0,4
7,460,AVANTE,0,5
8,298,AVANTE,0,4
149,312,AVANTE,0,1
149,198,AVANTE,0,4
7,208,AVANTE,0,6
3,55,AVANTE,0,5
3,47,AVANTE,0,3
150,204,AVANTE,0,3
8,88,AVANTE,0,3
6,362,AVANTE,0,4
8,77,AVANTE,0,8
1,339,AVANTE,0,6
2,399,AVANTE,0,9
150,134,AVANTE,0,6
150,182,AVANTE,0,3
6,407,AVANTE,0,3
149,436,AVANTE,0,2
8,226,AVANTE,0,11
9,450,AVANTE,0,5
7,346,AVANTE,0,15
9,497,AVANTE,0,5
150,92,AVANTE,0,11
5,419,AVANTE,0,5
8,129,AVANTE,0,9
1,344,AVANTE,0,16
150,158,AVANTE,1,6
8,67,AVANTE,0,6
150,98,AVANTE,0,18
5,245,AVANTE,0,4
3,797,AVANTE,0,4
149,248,AVANTE,0,6
1,356,AVANTE,0,1
149,346,AVANTE,0,4
3,712,AVANTE,0,5
5,264,AVANTE,0,3
149,246,AVANTE,0,7
150,263,AVANTE,0,8
150,142,AVANTE,0,1
150,361,AVANTE,0,3
8,388,AVANTE,1,8
7,334,AVANTE,0,16
5,438,AVANTE,0,4
4,363,AVANTE,0,9
9,216,AVANTE,1,11
3,675,AVANTE,0,2
149,305,AVANTE,0,4
6,445,AVANTE,0,6
9,456,AVANTE,0,6
150,330,AVANTE,0,5
149,382,AVANTE,0,6
2,357,AVANTE,0,3
150,123,AVANTE,0,12
9,339,AVANTE,0,18
4,223,AVANTE,3,44
3,732,AVANTE,0,47
9,375,AVANTE,0,11
9,54,AVANTE,0,11
1,364,AVANTE,0,4
5,455,AVANTE,0,4
8,354,AVANTE,0,8
5,277,AVANTE,0,5
149,108,AVANTE,0,2
3,716,AVANTE,0,5
1,117,AVANTE,0,3
3,789,AVANTE,0,2
5,255,AVANTE,0,4
2,77,AVANTE,0,5
3,641,AVANTE,0,29
4,375,AVANTE,0,8
3,735,AVANTE,1,35
4,218,AVANTE,0,12
150,373,AVANTE,0,6
8,287,AVANTE,1,13
5,492,AVANTE,0,2
2,467,AVANTE,0,5
149,356,AVANTE,0,4
3,694,AVANTE,0,3
5,412,AVANTE,0,5
149,202,AVANTE,0,5
9,239,AVANTE,0,17
4,111,AVANTE,0,58
4,359,AVANTE,0,13
9,402,AVANTE,1,7
9,342,AVANTE,0,9
9,486,AVANTE,1,10
3,586,AVANTE,0,4
8,162,AVANTE,0,7
5,447,AVANTE,0,8
8,241,AVANTE,0,2
5,468,AVANTE,0,5
9,277,AVANTE,1,19
6,417,AVANTE,0,5
6,29,AVANTE,0,3
150,91,AVANTE,1,11
9,63,AVANTE,0,5
5,472,AVANTE,0,1
8,214,AVANTE,0,5
7,415,AVANTE,0,1
4,22,AVANTE,0,3
149,291,AVANTE,0,2
7,192,AVANTE,0,3
1,170,AVANTE,1,12
8,2,AVANTE,0,1
1,278,AVANTE,0,1
8,385,AVANTE,1,12
4,265,AVANTE,0,4
1,387,AVANTE,0,8
8,338,AVANTE,0,4
5,173,AVANTE,0,8
9,475,AVANTE,0,4
3,664,AVANTE,0,27
149,57,AVANTE,0,4
1,225,AVANTE,0,1
149,374,AVANTE,0,5
1,377,AVANTE,0,12
149,27,AVANTE,0,4
4,242,AVANTE,0,4
9,354,AVANTE,0,5
7,152,AVANTE,0,7
1,412,AVANTE,0,3
2,521,AVANTE,0,7
3,700,AVANTE,0,5
150,247,AVANTE,0,5
2,100,AVANTE,0,4
2,359,AVANTE,0,5
149,224,AVANTE,0,2
150,364,AVANTE,0,21
6,8,AVANTE,0,10
149,285,AVANTE,0,3
7,50,AVANTE,0,8
9,84,AVANTE,0,17
9,432,AVANTE,0,7
2,539,AVANTE,0,2
7,312,AVANTE,0,6
2,286,AVANTE,0,4
2,73,AVANTE,0,4
2,354,AVANTE,1,6
5,295,AVANTE,0,2
1,74,AVANTE,0,4
150,160,AVANTE,1,7
2,333,AVANTE,0,5
6,313,AVANTE,0,6
4,352,AVANTE,0,12
9,317,AVANTE,0,15
3,714,AVANTE,0,4
150,226,AVANTE,0,7
5,36,AVANTE,0,5
8,267,AVANTE,0,9
7,388,AVANTE,0,6
149,427,AVANTE,0,7
5,278,AVANTE,0,6
3,263,AVANTE,0,21
4,122,AVANTE,0,10
2,511,AVANTE,0,8
1,66,AVANTE,0,2
149,345,AVANTE,1,8
1,302,AVANTE,0,3
1,289,AVANTE,0,13
2,446,AVANTE,0,2
5,369,AVANTE,0,6
4,89,AVANTE,1,28
2,61,AVANTE,0,8
149,51,AVANTE,0,1
9,417,AVANTE,0,9
4,237,AVANTE,0,8
150,53,AVANTE,0,4
8,337,AVANTE,0,3
6,330,AVANTE,0,5
3,622,AVANTE,0,7
9,458,AVANTE,0,6
7,371,AVANTE,0,1
4,272,AVANTE,0,9
9,537,AVANTE,0,3
1,390,AVANTE,0,7
5,469,AVANTE,0,1
149,344,AVANTE,0,6
150,249,AVANTE,0,9
7,339,AVANTE,0,7
8,62,AVANTE,0,5
7,305,AVANTE,0,3
2,454,AVANTE,0,11
2,368,AVANTE,0,10
8,339,AVANTE,0,4
6,397,AVANTE,0,3
7,412,AVANTE,0,7
3,662,AVANTE,1,21
3,802,AVANTE,0,3
7,183,AVANTE,0,11
2,512,AVANTE,0,10
4,348,AVANTE,1,9
5,58,AVANTE,0,7
6,459,AVANTE,1,7
149,19,AVANTE,0,4
6,468,AVANTE,0,2
9,356,AVANTE,1,4
149,360,AVANTE,0,3
5,463,AVANTE,0,4
4,304,AVANTE,2,14
7,435,AVANTE,0,6
150,223,AVANTE,0,8
4,155,AVANTE,0,51
2,56,AVANTE,0,2
149,62,AVANTE,0,3
2,229,AVANTE,0,6
4,94,AVANTE,0,12
2,274,AVANTE,0,10
1,67,AVANTE,1,1
2,59,AVANTE,0,2
5,367,AVANTE,0,6
5,368,AVANTE,0,2
149,45,AVANTE,0,7
8,376,AVANTE,0,16
1,360,AVANTE,0,9
8,143,AVANTE,0,6
149,320,AVANTE,0,3
1,332,AVANTE,0,4
7,347,AVANTE,0,3
4,91,AVANTE,1,41
1,138,AVANTE,0,11
6,423,AVANTE,0,9
8,208,AVANTE,0,4
149,423,AVANTE,0,9
5,377,AVANTE,0,3
5,67,AVANTE,0,4
6,46,AVANTE,0,5
7,300,AVANTE,0,10
7,452,AVANTE,0,5
7,109,AVANTE,1,2
150,342,AVANTE,0,7
3,746,AVANTE,0,30
6,375,AVANTE,0,4
1,172,AVANTE,0,9
3,582,AVANTE,0,2
149,263,AVANTE,0,5
5,63,AVANTE,0,5
150,276,AVANTE,0,7
9,438,AVANTE,0,8
4,70,AVANTE,0,35
5,258,AVANTE,0,7
4,323,AVANTE,0,8
1,273,AVANTE,0,16
1,42,AVANTE,0,4
150,354,AVANTE,0,5
150,122,AVANTE,0,7
5,418,AVANTE,0,7
9,360,AVANTE,0,9
150,240,AVANTE,0,3
3,626,AVANTE,0,6
6,262,AVANTE,0,14
149,347,AVANTE,0,5
150,14,AVANTE,0,21
2,80,AVANTE,0,2
150,172,AVANTE,0,5
7,173,AVANTE,0,6
8,135,AVANTE,0,8
2,63,AVANTE,0,5
5,402,AVANTE,0,3
8,64,AVANTE,0,6
3,813,AVANTE,0,3
1,391,AVANTE,0,6
7,172,AVANTE,0,5
2,529,AVANTE,0,6
3,40,AVANTE,1,11
8,54,AVANTE,0,2
4,90,AVANTE,0,36
3,667,AVANTE,0,8
2,68,AVANTE,0,2
6,455,AVANTE,0,4
4,115,AVANTE,0,11
6,348,AVANTE,0,3
3,787,AVANTE,0,7
6,235,AVANTE,1,5
9,240,AVANTE,0,15
150,294,AVANTE,0,4
4,257,AVANTE,0,5
7,178,AVANTE,0,5
1,308,AVANTE,0,23
1,174,AVANTE,0,12
6,399,AVANTE,0,3
9,427,AVANTE,0,6
7,341,AVANTE,1,11
4,303,AVANTE,0,5
7,206,AVANTE,0,6
1,380,AVANTE,0,6
8,406,AVANTE,0,2
2,524,AVANTE,0,9
149,25,AVANTE,0,5
2,298,AVANTE,0,6
150,49,AVANTE,0,3
4,83,AVANTE,2,47
6,120,AVANTE,0,7
150,224,AVANTE,1,19
2,515,AVANTE,0,3
6,415,AVANTE,0,2
9,494,AVANTE,0,9
149,301,AVANTE,0,11
7,179,AVANTE,0,5
4,276,AVANTE,0,6
8,243,AVANTE,0,7
149,450,AVANTE,0,2
149,410,AVANTE,0,5
6,465,AVANTE,0,5
2,526,AVANTE,0,8
4,362,AVANTE,1,13
9,468,AVANTE,0,6
6,372,AVANTE,0,6
150,175,AVANTE,0,4
8,1,AVANTE,0,1
4,247,AVANTE,0,8
6,148,AVANTE,0,3
9,435,AVANTE,0,9
4,117,AVANTE,0,14
9,370,AVANTE,0,12
9,323,AVANTE,0,7
8,401,AVANTE,0,7
7,52,AVANTE,0,17
8,404,AVANTE,0,5
4,195,AVANTE,0,8
4,358,AVANTE,0,7
149,326,AVANTE,0,8
6,469,AVANTE,0,7
8,380,AVANTE,0,10
149,6,AVANTE,0,3
9,42,AVANTE,1,22
8,294,AVANTE,0,6
6,204,AVANTE,0,4
8,261,AVANTE,0,7
5,158,AVANTE,0,50
7,390,AVANTE,0,7
7,446,AVANTE,0,4
9,429,AVANTE,0,13
9,10,AVANTE,0,11
7,349,AVANTE,0,6
5,1,AVANTE,0,6
150,238,AVANTE,0,26
5,232,AVANTE,0,6
1,342,AVANTE,0,4
7,290,AVANTE,0,9
3,687,AVANTE,0,4
9,373,AVANTE,0,10
150,375,AVANTE,0,23
149,407,AVANTE,0,5
2,330,AVANTE,0,8
4,26,AVANTE,0,1
2,342,AVANTE,0,1
5,202,AVANTE,0,7
8,314,AVANTE,0,7
6,25,AVANTE,0,5
3,793,AVANTE,1,33
9,442,AVANTE,0,18
149,268,AVANTE,0,5
5,398,AVANTE,1,2
7,140,AVANTE,0,4
4,188,AVANTE,2,50
2,39,AVANTE,0,5
8,84,AVANTE,0,7
5,137,AVANTE,0,2
2,364,AVANTE,0,4
1,184,AVANTE,0,13
7,28,AVANTE,0,16
9,58,AVANTE,0,12
1,401,AVANTE,0,3
149,300,AVANTE,0,10
9,489,AVANTE,0,11
150,150,AVANTE,0,7
9,79,AVANTE,0,11
4,82,AVANTE,0,54
2,507,AVANTE,0,6
8,196,AVANTE,0,1
8,157,AVANTE,0,5
6,419,AVANTE,0,11
7,330,AVANTE,0,5
3,804,AVANTE,1,3
9,374,AVANTE,0,11
3,203,AVANTE,0,13
5,396,AVANTE,0,2
9,372,AVANTE,0,6
7,376,AVANTE,0,2
3,583,AVANTE,0,8
2,394,AVANTE,1,15
4,137,AVANTE,0,3
2,391,AVANTE,0,17
1,402,AVANTE,0,1
9,219,AVANTE,1,23
9,377,AVANTE,0,5
149,391,AVANTE,1,8
6,111,AVANTE,1,10
4,81,AVANTE,0,47
150,191,AVANTE,0,8
2,255,AVANTE,1,2
5,265,AVANTE,0,6
6,387,AVANTE,0,3
1,414,AVANTE,0,3
3,225,AVANTE,0,19
149,387,AVANTE,0,9
3,715,AVANTE,0,5
8,361,AVANTE,0,11
149,352,AVANTE,0,9
7,461,AVANTE,0,6
6,379,AVANTE,1,4
8,340,AVANTE,0,5
8,249,AVANTE,0,7
1,166,AVANTE,0,12
149,402,AVANTE,0,4
150,244,AVANTE,0,9
149,46,AVANTE,0,3
6,240,AVANTE,0,4
2,300,AVANTE,0,6
7,139,AVANTE,0,4
149,432,AVANTE,0,12
2,369,AVANTE,0,14
5,416,AVANTE,0,2
3,268,AVANTE,0,16
4,335,AVANTE,0,2
150,243,AVANTE,0,13
9,405,AVANTE,0,9
3,637,AVANTE,0,20
9,510,AVANTE,0,7
7,329,AVANTE,0,6
6,475,AVANTE,0,5
149,424,AVANTE,0,6
5,234,AVANTE,0,3
9,488,AVANTE,0,6
150,165,AVANTE,0,3
3,783,AVANTE,0,7
7,358,AVANTE,0,5
8,202,AVANTE,0,4
3,608,AVANTE,0,10
2,520,AVANTE,0,5
3,246,AVANTE,0,9
149,65,AVANTE,0,4
6,163,AVANTE,0,11
7,57,AVANTE,0,9
6,264,AVANTE,0,3
8,53,AVANTE,0,3
149,429,AVANTE,0,7
5,378,AVANTE,0,7
3,782,AVANTE,1,7
7,379,AVANTE,0,6
8,342,AVANTE,0,24
9,448,AVANTE,0,10
9,388,AVANTE,0,5
6,304,AVANTE,0,11
9,390,AVANTE,0,5
4,21,AVANTE,0,2
149,243,AVANTE,0,4
9,430,AVANTE,0,6
4,79,AVANTE,2,55
1,135,AVANTE,0,9
6,383,AVANTE,0,7
4,322,AVANTE,0,14
9,336,AVANTE,0,11
4,277,AVANTE,0,7
7,164,AVANTE,0,6
6,460,AVANTE,0,9
150,298,AVANTE,0,18
7,437,AVANTE,0,3
7,47,AVANTE,0,3
5,424,AVANTE,0,2
7,319,AVANTE,0,4
8,400,AVANTE,0,6
8,360,AVANTE,1,12
3,643,AVANTE,0,26
2,518,AVANTE,1,10
7,285,AVANTE,0,11
4,23,AVANTE,0,7
4,280,AVANTE,1,12
150,280,AVANTE,0,5
150,350,AVANTE,0,11
